Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Mus_musculus	Zfp82	ENSMUSG00000098022	zf-C2H2	ENSMUSP00000138217.2;ENSMUSP00000079647.8;	330502
Mus_musculus	Nfx1	ENSMUSG00000028423	zf-NF-X1	ENSMUSP00000095747.5;ENSMUSP00000030133.9;ENSMUSP00000089203.7;	74164
Mus_musculus	Aff3	ENSMUSG00000037138	AF-4	ENSMUSP00000159147.2;ENSMUSP00000092637.3;ENSMUSP00000044128.8;	16764
Mus_musculus	Zfp560	ENSMUSG00000045519	zf-C2H2	ENSMUSP00000065620.8;	434377
Mus_musculus	Zfp266	ENSMUSG00000060510	zf-C2H2	ENSMUSP00000066012.8;ENSMUSP00000134217.2;	77519
Mus_musculus	Zfp11	ENSMUSG00000051034	zf-C2H2	ENSMUSP00000051861.7;	22648
Mus_musculus	Smarce1	ENSMUSG00000037935	HMG	ENSMUSP00000099422.4;	57376
Mus_musculus	Rcor1	ENSMUSG00000037896	MYB	ENSMUSP00000112089.4;ENSMUSP00000082034.8;	NA
Mus_musculus	Fezf2	ENSMUSG00000021743	zf-C2H2	ENSMUSP00000153647.2;ENSMUSP00000153090.2;ENSMUSP00000022262.5;	54713
Mus_musculus	Bhlhe40	ENSMUSG00000030103	bHLH	ENSMUSP00000032194.5;ENSMUSP00000132157.2;	20893
Mus_musculus	Rhox2g	ENSMUSG00000079629	Homeobox	ENSMUSP00000110823.4;	434766
Mus_musculus	Relb	ENSMUSG00000002983	RHD	ENSMUSP00000096350.5;ENSMUSP00000050166.9;ENSMUSP00000146643.2;ENSMUSP00000146669.2;ENSMUSP00000147172.2;ENSMUSP00000092355.4;	19698
Mus_musculus	Lef1	ENSMUSG00000027985	HMG	ENSMUSP00000096211.4;ENSMUSP00000067808.7;ENSMUSP00000101948.3;ENSMUSP00000029611.8;	16842
Mus_musculus	Gm14419	ENSMUSG00000078875	zf-C2H2	ENSMUSP00000118666.2;	NA
Mus_musculus	Zfp433	ENSMUSG00000096795	zf-C2H2	ENSMUSP00000082807.6;ENSMUSP00000144123.2;ENSMUSP00000144100.2;	73610
Mus_musculus	Neurod2	ENSMUSG00000038255	bHLH	ENSMUSP00000041373.7;	18013
Mus_musculus	Zfp784	ENSMUSG00000043290	zf-C2H2	ENSMUSP00000051979.5;	654801
Mus_musculus	Hoxd4	ENSMUSG00000101174	Homeobox	ENSMUSP00000107611.2;ENSMUSP00000047949.4;	15436
Mus_musculus	Gm9044	ENSMUSG00000112419	MYB	ENSMUSP00000151369.2;	668203
Mus_musculus	Uncx	ENSMUSG00000029546	Homeobox	ENSMUSP00000134067.3;ENSMUSP00000139081.3;	22255
Mus_musculus	Spic	ENSMUSG00000004359	ETS	ENSMUSP00000118799.2;ENSMUSP00000004473.9;	20728
Mus_musculus	Gmeb1	ENSMUSG00000028901	SAND	ENSMUSP00000101584.2;ENSMUSP00000030733.3;ENSMUSP00000101585.2;ENSMUSP00000131331.2;	56809
Mus_musculus	Hsf1	ENSMUSG00000022556	HSF	ENSMUSP00000154602.2;ENSMUSP00000072617.6;ENSMUSP00000154328.2;ENSMUSP00000154346.2;ENSMUSP00000154526.2;ENSMUSP00000154638.2;ENSMUSP00000154356.2;ENSMUSP00000155104.2;	15499
Mus_musculus	Usf2	ENSMUSG00000058239	bHLH	ENSMUSP00000132021.2;ENSMUSP00000130298.2;ENSMUSP00000132833.2;ENSMUSP00000132256.2;ENSMUSP00000125520.3;	22282
Mus_musculus	Foxk1	ENSMUSG00000056493	Fork_head	ENSMUSP00000072616.6;	17425
Mus_musculus	Zfp51	ENSMUSG00000023892	zf-C2H2	ENSMUSP00000045684.6;	22709
Mus_musculus	Zfp938	ENSMUSG00000062931	zf-C2H2	ENSMUSP00000047110.9;	237411
Mus_musculus	E2f3	ENSMUSG00000016477	E2F	ENSMUSP00000100012.4;ENSMUSP00000152782.2;ENSMUSP00000152368.2;	13557
Mus_musculus	Zbtb8a	ENSMUSG00000028807	ZBTB	ENSMUSP00000030610.3;ENSMUSP00000030610.3;	NA
Mus_musculus	Smad6	ENSMUSG00000036867	MH1	ENSMUSP00000036285.6;	17130
Mus_musculus	Snai1	ENSMUSG00000042821	zf-C2H2	ENSMUSP00000050581.8;	20613
Mus_musculus	Stat1	ENSMUSG00000026104	STAT	ENSMUSP00000141125.2;ENSMUSP00000139746.2;ENSMUSP00000141132.2;ENSMUSP00000140875.2;ENSMUSP00000066743.8;ENSMUSP00000140518.2;	20846
Mus_musculus	Hoxd3	ENSMUSG00000079277	Homeobox	ENSMUSP00000107613.2;ENSMUSP00000107614.3;ENSMUSP00000044809.7;ENSMUSP00000134616.2;	15434
Mus_musculus	Gm10033	ENSMUSG00000110444	zf-C2H2	ENSMUSP00000159337.2;ENSMUSP00000159375.2;	378466
Mus_musculus	Fosl1	ENSMUSG00000024912	TF_bZIP	ENSMUSP00000025850.6;	NA
Mus_musculus	Irx3	ENSMUSG00000031734	Homeobox	ENSMUSP00000091002.4;ENSMUSP00000135488.2;	16373
Mus_musculus	Npas3	ENSMUSG00000021010	bHLH	ENSMUSP00000152452.2;ENSMUSP00000098975.3;ENSMUSP00000152411.3;	27386
Mus_musculus	Myod1	ENSMUSG00000009471	bHLH	ENSMUSP00000072330.2;	17927
Mus_musculus	Zfp973	ENSMUSG00000078879	zf-C2H2	ENSMUSP00000104613.3;	545490
Mus_musculus	Foxq1	ENSMUSG00000038415	Fork_head	ENSMUSP00000036952.9;	15220
Mus_musculus	Zfp759	ENSMUSG00000057396	zf-C2H2	ENSMUSP00000049650.8;	268670
Mus_musculus	Gm9046	ENSMUSG00000112781	MYB	ENSMUSP00000151963.2;	668209
Mus_musculus	Tbx10	ENSMUSG00000037477	T-box	ENSMUSP00000037401.8;	109575
Mus_musculus	Sohlh2	ENSMUSG00000027794	bHLH	ENSMUSP00000029369.5;	74434
Mus_musculus	Zfp281	ENSMUSG00000041483	zf-C2H2	ENSMUSP00000039003.9;ENSMUSP00000107677.2;	226442
Mus_musculus	Fiz1	ENSMUSG00000061374	zf-C2H2	ENSMUSP00000126765.2;ENSMUSP00000147082.2;ENSMUSP00000147003.2;ENSMUSP00000147011.2;ENSMUSP00000076603.8;ENSMUSP00000128105.2;ENSMUSP00000146713.2;	23877
Mus_musculus	Rarb	ENSMUSG00000017491	THR-like	ENSMUSP00000153178.2;ENSMUSP00000152980.2;ENSMUSP00000067694.7;ENSMUSP00000153519.2;	218772
Mus_musculus	Zfp942	ENSMUSG00000071267	zf-C2H2	ENSMUSP00000073907.8;ENSMUSP00000089494.6;	73233
Mus_musculus	Zfp169	ENSMUSG00000050954	zf-C2H2	ENSMUSP00000105737.3;ENSMUSP00000135414.2;	67911
Mus_musculus	Zfp648	ENSMUSG00000066797	zf-C2H2	ENSMUSP00000083370.6;	100503355
Mus_musculus	Spi1	ENSMUSG00000002111	ETS	ENSMUSP00000002180.8;	20375
Mus_musculus	Zfp853	ENSMUSG00000093910	zf-C2H2	ENSMUSP00000148846.2;ENSMUSP00000137494.2;ENSMUSP00000148683.2;	330230
Mus_musculus	Arid3c	ENSMUSG00000066224	ARID	ENSMUSP00000081748.6;ENSMUSP00000127678.2;ENSMUSP00000116411.3;	550619
Mus_musculus	Mga	ENSMUSG00000033943	T-box	ENSMUSP00000043795.7;ENSMUSP00000106400.3;ENSMUSP00000106401.2;ENSMUSP00000119044.2;ENSMUSP00000078853.6;	29808
Mus_musculus	Hbp1	ENSMUSG00000002996	HMG	ENSMUSP00000131158.3;	73389
Mus_musculus	Gm3854	ENSMUSG00000109398	zf-C2H2	ENSMUSP00000148053.2;	NA
Mus_musculus	Arnt	ENSMUSG00000015522	bHLH	ENSMUSP00000099810.5;ENSMUSP00000102779.2;ENSMUSP00000088313.6;ENSMUSP00000015666.11;	11863
Mus_musculus	Snai3	ENSMUSG00000006587	zf-C2H2	ENSMUSP00000006762.6;	30927
Mus_musculus	Gm11009	ENSMUSG00000078895	zf-C2H2	ENSMUSP00000104589.4;	NA
Mus_musculus	Bhlha9	ENSMUSG00000044243	bHLH	ENSMUSP00000050516.2;	320522
Mus_musculus	Hmg20a	ENSMUSG00000032329	HMG	ENSMUSP00000149375.2;ENSMUSP00000149359.2;ENSMUSP00000034879.4;ENSMUSP00000149698.2;	66867
Mus_musculus	Zbtb44	ENSMUSG00000047412	ZBTB	ENSMUSP00000149969.2;ENSMUSP00000149969.2;ENSMUSP00000133109.2;ENSMUSP00000149386.2;ENSMUSP00000149121.2;ENSMUSP00000110877.3;	235132
Mus_musculus	Foxp4	ENSMUSG00000023991	Fork_head	ENSMUSP00000094916.3;ENSMUSP00000108887.2;ENSMUSP00000108890.2;ENSMUSP00000108888.2;	74123
Mus_musculus	Zbtb38	ENSMUSG00000040433	ZBTB	ENSMUSP00000120040.2;ENSMUSP00000120040.2;ENSMUSP00000121753.2;ENSMUSP00000121753.2;ENSMUSP00000121871.2;ENSMUSP00000114300.3;ENSMUSP00000091315.3;	245007
Mus_musculus	Gzf1	ENSMUSG00000027439	ZBTB	ENSMUSP00000028928.8;ENSMUSP00000028928.8;	74533
Mus_musculus	Tfeb	ENSMUSG00000023990	bHLH	ENSMUSP00000084151.4;ENSMUSP00000120311.2;ENSMUSP00000024786.8;ENSMUSP00000108913.2;ENSMUSP00000108909.2;	21425
Mus_musculus	Gata2	ENSMUSG00000015053	zf-GATA	ENSMUSP00000015197.8;ENSMUSP00000128198.2;	14461
Mus_musculus	Mynn	ENSMUSG00000037730	ZBTB	ENSMUSP00000041034.9;ENSMUSP00000041034.9;ENSMUSP00000141951.2;ENSMUSP00000141951.2;ENSMUSP00000141450.2;ENSMUSP00000141623.2;	80732
Mus_musculus	Esrrg	ENSMUSG00000026610	ESR-like	ENSMUSP00000027906.7;ENSMUSP00000106564.2;ENSMUSP00000106563.2;	26381
Mus_musculus	Pax6	ENSMUSG00000027168	PAX	ENSMUSP00000106712.3;ENSMUSP00000087878.7;ENSMUSP00000106711.2;ENSMUSP00000106714.2;ENSMUSP00000129344.3;ENSMUSP00000106715.3;ENSMUSP00000087870.6;ENSMUSP00000119375.3;ENSMUSP00000106717.3;ENSMUSP00000106716.3;	18508
Mus_musculus	Zfp958	ENSMUSG00000058748	zf-C2H2	ENSMUSP00000143842.2;ENSMUSP00000072937.6;	233987
Mus_musculus	Zfp42	ENSMUSG00000051176	zf-C2H2	ENSMUSP00000147606.2;ENSMUSP00000147607.2;ENSMUSP00000080765.4;	22702
Mus_musculus	Nkx2-9	ENSMUSG00000058669	Homeobox	ENSMUSP00000072425.6;	18094
Mus_musculus	Gm7072	ENSMUSG00000117284	zf-C2H2	ENSMUSP00000156489.2;	631624
Mus_musculus	Nr5a2	ENSMUSG00000026398	SF-like	ENSMUSP00000027649.8;ENSMUSP00000141645.2;ENSMUSP00000142219.2;ENSMUSP00000129071.2;ENSMUSP00000141495.2;	26424
Mus_musculus	Zfp523	ENSMUSG00000024220	zf-C2H2	ENSMUSP00000156739.2;ENSMUSP00000125689.3;ENSMUSP00000156435.2;ENSMUSP00000073226.3;ENSMUSP00000123127.2;ENSMUSP00000156865.2;ENSMUSP00000002318.2;ENSMUSP00000156638.2;	224656
Mus_musculus	Zbtb10	ENSMUSG00000069114	ZBTB	ENSMUSP00000119386.2;ENSMUSP00000119386.2;	229055
Mus_musculus	Nkx3-1	ENSMUSG00000022061	Homeobox	ENSMUSP00000022646.9;	18095
Mus_musculus	Zfp595	ENSMUSG00000057842	zf-C2H2	ENSMUSP00000129905.2;ENSMUSP00000105357.3;ENSMUSP00000126862.2;ENSMUSP00000127010.2;	218314
Mus_musculus	Klf11	ENSMUSG00000020653	zf-C2H2	ENSMUSP00000020982.6;	194655
Mus_musculus	Gm28557	ENSMUSG00000100235	zf-C2H2	ENSMUSP00000140296.2;	NA
Mus_musculus	Zfp317	ENSMUSG00000057551	zf-C2H2	ENSMUSP00000146876.2;ENSMUSP00000151161.2;ENSMUSP00000078051.7;ENSMUSP00000150705.2;	244713
Mus_musculus	Arntl2	ENSMUSG00000040187	bHLH	ENSMUSP00000107266.2;ENSMUSP00000079373.5;ENSMUSP00000107265.2;ENSMUSP00000121170.2;ENSMUSP00000107263.2;	272322
Mus_musculus	Zfp142	ENSMUSG00000026135	zf-C2H2	ENSMUSP00000109366.2;ENSMUSP00000065149.7;ENSMUSP00000027315.8;	77264
Mus_musculus	Mbd4	ENSMUSG00000030322	MBD	ENSMUSP00000145433.2;ENSMUSP00000125619.2;ENSMUSP00000032469.7;	17193
Mus_musculus	Paxbp1	ENSMUSG00000022974	GCFC	ENSMUSP00000113835.2;	67367
Mus_musculus	Zfp800	ENSMUSG00000039841	zf-C2H2	ENSMUSP00000110975.2;ENSMUSP00000110976.3;ENSMUSP00000039222.5;	627049
Mus_musculus	Smad2	ENSMUSG00000024563	MH1	ENSMUSP00000125883.2;ENSMUSP00000132851.2;ENSMUSP00000089439.7;ENSMUSP00000025453.9;ENSMUSP00000130115.2;ENSMUSP00000109563.3;	17126
Mus_musculus	Zfp971	ENSMUSG00000074519	zf-C2H2	ENSMUSP00000104554.3;	626848
Mus_musculus	Plag1	ENSMUSG00000003282	zf-C2H2	ENSMUSP00000003369.4;	56711
Mus_musculus	Nr2e1	ENSMUSG00000019803	RXR-like	ENSMUSP00000101137.3;ENSMUSP00000019938.5;	21907
Mus_musculus	Foxd1	ENSMUSG00000078302	Fork_head	ENSMUSP00000100725.4;	15229
Mus_musculus	Rcor3	ENSMUSG00000037395	MYB	ENSMUSP00000141637.2;ENSMUSP00000141753.2;ENSMUSP00000142054.2;ENSMUSP00000073004.8;ENSMUSP00000142076.2;ENSMUSP00000106473.4;	214742
Mus_musculus	Zfpm2	ENSMUSG00000022306	zf-C2H2	ENSMUSP00000155094.2;ENSMUSP00000051335.5;	22762
Mus_musculus	Vezf1	ENSMUSG00000018377	zf-C2H2	ENSMUSP00000018521.5;ENSMUSP00000114394.2;	22344
Mus_musculus	Pbx3	ENSMUSG00000038718	Homeobox	ENSMUSP00000045281.8;ENSMUSP00000108757.3;	18516
Mus_musculus	Hnf4a	ENSMUSG00000017950	RXR-like	ENSMUSP00000018094.7;ENSMUSP00000105038.2;ENSMUSP00000123511.2;ENSMUSP00000119479.2;	15378
Mus_musculus	D130040H23Rik	ENSMUSG00000079038	zf-C2H2	ENSMUSP00000148399.2;	211135
Mus_musculus	Gm6871	ENSMUSG00000090744	zf-C2H2	ENSMUSP00000105843.3;ENSMUSP00000073117.6;	102642386
Mus_musculus	Gm14401	ENSMUSG00000078872	zf-C2H2	ENSMUSP00000119549.2;ENSMUSP00000104598.3;	NA
Mus_musculus	Ets1	ENSMUSG00000032035	ETS	ENSMUSP00000159086.2;ENSMUSP00000139107.2;ENSMUSP00000051303.7;ENSMUSP00000034534.6;	23871
Mus_musculus	Nr5a1	ENSMUSG00000026751	SF-like	ENSMUSP00000028084.5;ENSMUSP00000108504.2;	26423
Mus_musculus	Mbd2	ENSMUSG00000024513	MBD	ENSMUSP00000073701.5;ENSMUSP00000110596.4;	17191
Mus_musculus	Zfp947	ENSMUSG00000063383	zf-C2H2	ENSMUSP00000079137.6;	210853
Mus_musculus	Zfp879	ENSMUSG00000044296	zf-C2H2	ENSMUSP00000104762.2;ENSMUSP00000104761.2;ENSMUSP00000061782.2;	214779
Mus_musculus	Sox14	ENSMUSG00000053747	HMG	ENSMUSP00000138239.2;ENSMUSP00000091310.6;	20669
Mus_musculus	Zfp746	ENSMUSG00000057691	zf-C2H2	ENSMUSP00000072868.7;ENSMUSP00000145506.2;	69228
Mus_musculus	Hes3	ENSMUSG00000028946	bHLH	ENSMUSP00000092006.2;ENSMUSP00000151815.2;	15207
Mus_musculus	Nobox	ENSMUSG00000029736	Homeobox	ENSMUSP00000031749.9;ENSMUSP00000133353.3;	18291
Mus_musculus	Zfp936	ENSMUSG00000064194	zf-C2H2	ENSMUSP00000145999.2;ENSMUSP00000143800.2;ENSMUSP00000072608.4;	668620
Mus_musculus	Zscan26	ENSMUSG00000022228	zf-C2H2	ENSMUSP00000032820.7;ENSMUSP00000106111.2;	432731
Mus_musculus	E2f5	ENSMUSG00000027552	E2F	ENSMUSP00000127877.3;ENSMUSP00000029069.7;	13559
Mus_musculus	Ssrp1	ENSMUSG00000027067	HMG	ENSMUSP00000121639.2;ENSMUSP00000127058.2;ENSMUSP00000076971.7;	20833
Mus_musculus	Gm35315	ENSMUSG00000109771	zf-C2H2	ENSMUSP00000147534.2;	102638847
Mus_musculus	Stat3	ENSMUSG00000004040	STAT	ENSMUSP00000121677.2;ENSMUSP00000120152.2;ENSMUSP00000090342.6;ENSMUSP00000099403.2;	20848
Mus_musculus	Foxo4	ENSMUSG00000042903	Fork_head	ENSMUSP00000116165.2;ENSMUSP00000059420.5;	54601
Mus_musculus	Zfp770	ENSMUSG00000040321	zf-C2H2	ENSMUSP00000052194.4;	228491
Mus_musculus	Gtf2i	ENSMUSG00000060261	GTF2I	ENSMUSP00000080714.4;ENSMUSP00000134440.2;ENSMUSP00000133969.2;ENSMUSP00000133526.2;ENSMUSP00000134636.2;ENSMUSP00000133566.2;ENSMUSP00000133444.2;ENSMUSP00000049625.8;ENSMUSP00000134035.2;ENSMUSP00000134042.2;ENSMUSP00000134111.3;ENSMUSP00000133489.2;ENSMUSP00000133740.2;ENSMUSP00000133435.2;ENSMUSP00000106892.5;	14886
Mus_musculus	Aebp2	ENSMUSG00000030232	zf-C2H2	ENSMUSP00000092993.6;ENSMUSP00000125479.2;ENSMUSP00000032359.9;ENSMUSP00000124148.2;ENSMUSP00000084896.5;	11569
Mus_musculus	Duxbl1	ENSMUSG00000048502	Homeobox	ENSMUSP00000134483.2;ENSMUSP00000134001.2;ENSMUSP00000056056.9;ENSMUSP00000133570.2;	278672
Mus_musculus	Gbx2	ENSMUSG00000034486	Homeobox	ENSMUSP00000048508.8;	14472
Mus_musculus	Zfp974	ENSMUSG00000070709	zf-C2H2	ENSMUSP00000096238.3;	73430
Mus_musculus	Tead2	ENSMUSG00000030796	TEA	ENSMUSP00000147727.2;ENSMUSP00000103430.2;ENSMUSP00000148183.2;ENSMUSP00000147746.2;ENSMUSP00000033060.7;ENSMUSP00000148005.2;ENSMUSP00000103431.2;ENSMUSP00000147321.2;	21677
Mus_musculus	Zfp97	ENSMUSG00000095990	zf-C2H2	ENSMUSP00000114301.2;	22759
Mus_musculus	Zfp27	ENSMUSG00000062040	zf-C2H2	ENSMUSP00000124684.2;ENSMUSP00000127677.2;ENSMUSP00000123953.2;ENSMUSP00000054012.9;ENSMUSP00000125232.2;	22689
Mus_musculus	Nfat5	ENSMUSG00000003847	RHD	ENSMUSP00000076653.7;ENSMUSP00000075311.5;ENSMUSP00000118130.2;ENSMUSP00000127784.2;ENSMUSP00000116094.2;ENSMUSP00000119370.2;	54446
Mus_musculus	Zfp472	ENSMUSG00000053600	zf-C2H2	ENSMUSP00000036514.8;	224691
Mus_musculus	Myt1	ENSMUSG00000010505	zf-C2HC	ENSMUSP00000079900.5;ENSMUSP00000122011.2;ENSMUSP00000115697.2;ENSMUSP00000104388.3;ENSMUSP00000121394.2;ENSMUSP00000104387.2;	17932
Mus_musculus	Dach2	ENSMUSG00000025592	DACH	ENSMUSP00000109007.2;ENSMUSP00000109009.2;ENSMUSP00000064393.5;ENSMUSP00000109005.2;ENSMUSP00000109006.2;	93837
Mus_musculus	Hnf4g	ENSMUSG00000017688	RXR-like	ENSMUSP00000104030.3;ENSMUSP00000104031.2;	30942
Mus_musculus	Gm21915	ENSMUSG00000094204	Homeobox	ENSMUSP00000137378.2;	NA
Mus_musculus	Hsfy2	ENSMUSG00000045336	HSF	ENSMUSP00000049715.5;	71066
Mus_musculus	Atf1	ENSMUSG00000023027	TF_bZIP	ENSMUSP00000023769.5;	11908
Mus_musculus	Thap4	ENSMUSG00000026279	THAP	ENSMUSP00000140761.2;ENSMUSP00000108526.4;	67026
Mus_musculus	Zbtb17	ENSMUSG00000006215	ZBTB	ENSMUSP00000006377.7;ENSMUSP00000006377.7;	22642
Mus_musculus	Tsc22d1	ENSMUSG00000022010	TSC22	ENSMUSP00000099140.3;ENSMUSP00000135296.2;ENSMUSP00000135561.2;ENSMUSP00000135806.2;ENSMUSP00000135493.2;ENSMUSP00000022587.10;ENSMUSP00000106513.2;ENSMUSP00000044517.9;	21807
Mus_musculus	Gm3055	ENSMUSG00000094622	zf-C2H2	ENSMUSP00000151476.2;	100040944
Mus_musculus	Gm15446	ENSMUSG00000090015	zf-C2H2	ENSMUSP00000108163.2;	100642166
Mus_musculus	Lyl1	ENSMUSG00000034041	bHLH	ENSMUSP00000046010.5;ENSMUSP00000158636.2;	17095
Mus_musculus	Gm20422	ENSMUSG00000092544	zf-C2H2	ENSMUSP00000123252.2;	NA
Mus_musculus	Hoxd9	ENSMUSG00000043342	Homeobox	ENSMUSP00000058490.9;	15438
Mus_musculus	Rhox3a	ENSMUSG00000071772	Homeobox	ENSMUSP00000110857.3;	382209
Mus_musculus	Mycn	ENSMUSG00000037169	bHLH	ENSMUSP00000114225.2;ENSMUSP00000045993.8;	18109
Mus_musculus	Dbx2	ENSMUSG00000045608	Homeobox	ENSMUSP00000060424.7;	223843
Mus_musculus	Zfp697	ENSMUSG00000050064	zf-C2H2	ENSMUSP00000056979.9;ENSMUSP00000136417.2;	242109
Mus_musculus	Zbtb26	ENSMUSG00000050714	ZBTB	ENSMUSP00000070071.5;ENSMUSP00000070071.5;ENSMUSP00000099850.3;ENSMUSP00000099850.3;	320633
Mus_musculus	Zfp444	ENSMUSG00000044876	zf-C2H2	ENSMUSP00000104207.2;ENSMUSP00000104206.2;ENSMUSP00000050797.6;	72667
Mus_musculus	Npas4	ENSMUSG00000045903	bHLH	ENSMUSP00000157974.2;ENSMUSP00000062992.8;	225872
Mus_musculus	Tulp3	ENSMUSG00000001521	Tub	ENSMUSP00000001562.7;	22158
Mus_musculus	Pms1	ENSMUSG00000026098	HMG	ENSMUSP00000119632.2;ENSMUSP00000027267.8;	227099
Mus_musculus	Foxf1	ENSMUSG00000042812	Fork_head	ENSMUSP00000137662.2;	15227
Mus_musculus	Zfp131	ENSMUSG00000094870	ZBTB	ENSMUSP00000153044.2;ENSMUSP00000153044.2;ENSMUSP00000153517.2;ENSMUSP00000153596.2;ENSMUSP00000153572.2;ENSMUSP00000136867.2;ENSMUSP00000152941.2;ENSMUSP00000136019.2;	72465
Mus_musculus	Zfp810	ENSMUSG00000066829	zf-C2H2	ENSMUSP00000083459.7;	235050
Mus_musculus	Zfp773	ENSMUSG00000063535	zf-C2H2	ENSMUSP00000032622.8;	76373
Mus_musculus	Zfpm1	ENSMUSG00000049577	zf-C2H2	ENSMUSP00000058037.9;	22761
Mus_musculus	Ctcf	ENSMUSG00000005698	zf-C2H2	ENSMUSP00000005841.10;	13018
Mus_musculus	Zfp729b	ENSMUSG00000058093	zf-C2H2	ENSMUSP00000012873.9;ENSMUSP00000115783.2;	100416706
Mus_musculus	Zfp429	ENSMUSG00000078994	zf-C2H2	ENSMUSP00000105354.2;	72807
Mus_musculus	Tfap2e	ENSMUSG00000042477	AP-2	ENSMUSP00000035902.8;	332937
Mus_musculus	Tlx2	ENSMUSG00000068327	Homeobox	ENSMUSP00000133420.2;ENSMUSP00000087069.4;	21909
Mus_musculus	Sp8	ENSMUSG00000048562	zf-C2H2	ENSMUSP00000065746.3;	320145
Mus_musculus	2610021A01Rik	ENSMUSG00000091474	zf-C2H2	ENSMUSP00000127760.2;	NA
Mus_musculus	Usf1	ENSMUSG00000026641	bHLH	ENSMUSP00000128913.2;ENSMUSP00000125363.2;ENSMUSP00000125729.2;	22278
Mus_musculus	Mta3	ENSMUSG00000055817	zf-GATA	ENSMUSP00000134775.3;ENSMUSP00000107968.3;ENSMUSP00000107969.2;ENSMUSP00000135752.2;ENSMUSP00000107971.4;ENSMUSP00000068931.9;	116871
Mus_musculus	Elf3	ENSMUSG00000003051	ETS	ENSMUSP00000139769.2;ENSMUSP00000003135.8;	13710
Mus_musculus	Ascl3	ENSMUSG00000035951	bHLH	ENSMUSP00000037702.2;	56787
Mus_musculus	Ebf2	ENSMUSG00000022053	COE	ENSMUSP00000135782.2;ENSMUSP00000135500.2;ENSMUSP00000022637.8;	13592
Mus_musculus	Zfp968	ENSMUSG00000078898	zf-C2H2	ENSMUSP00000104675.3;	100043914
Mus_musculus	Mnt	ENSMUSG00000000282	bHLH	ENSMUSP00000118435.2;ENSMUSP00000000291.3;	17428
Mus_musculus	Creb3l2	ENSMUSG00000038648	TF_bZIP	ENSMUSP00000040208.6;	208647
Mus_musculus	Meis2	ENSMUSG00000027210	Homeobox	ENSMUSP00000073898.7;ENSMUSP00000106531.3;ENSMUSP00000028639.7;ENSMUSP00000099597.4;ENSMUSP00000106532.2;ENSMUSP00000106533.3;	17536
Mus_musculus	Zfp521	ENSMUSG00000024420	zf-C2H2	ENSMUSP00000157232.2;ENSMUSP00000157321.2;ENSMUSP00000157169.2;ENSMUSP00000025288.8;	225207
Mus_musculus	Zfp993	ENSMUSG00000063245	zf-C2H2	ENSMUSP00000121301.2;	NA
Mus_musculus	Zfp653	ENSMUSG00000038895	zf-C2H2	ENSMUSP00000137064.2;ENSMUSP00000045895.7;	319601
Mus_musculus	Klf2	ENSMUSG00000055148	zf-C2H2	ENSMUSP00000064823.8;	16598
Mus_musculus	Nr2c2	ENSMUSG00000005893	RXR-like	ENSMUSP00000109087.2;ENSMUSP00000138465.2;ENSMUSP00000109090.2;	22026
Mus_musculus	Zmat1	ENSMUSG00000052676	zf-C2H2	ENSMUSP00000066815.6;ENSMUSP00000108810.3;	215693
Mus_musculus	Cebpa	ENSMUSG00000034957	TF_bZIP	ENSMUSP00000096129.5;	12606
Mus_musculus	Zbtb8b	ENSMUSG00000048485	ZBTB	ENSMUSP00000101661.2;ENSMUSP00000101661.2;ENSMUSP00000058157.6;	215627
Mus_musculus	Elk4	ENSMUSG00000026436	ETS	ENSMUSP00000118880.2;ENSMUSP00000027696.4;ENSMUSP00000083743.6;	13714
Mus_musculus	Zfp597	ENSMUSG00000039789	zf-C2H2	ENSMUSP00000088009.5;	71063
Mus_musculus	Gm29106	ENSMUSG00000102030	zf-C2H2	ENSMUSP00000141137.2;	NA
Mus_musculus	Foxo3	ENSMUSG00000048756	Fork_head	ENSMUSP00000101140.2;ENSMUSP00000050683.4;ENSMUSP00000135380.2;ENSMUSP00000101141.2;	56484
Mus_musculus	Tcf12	ENSMUSG00000032228	bHLH	ENSMUSP00000139365.2;ENSMUSP00000138978.2;ENSMUSP00000138925.2;ENSMUSP00000139364.2;ENSMUSP00000138832.2;ENSMUSP00000034755.7;ENSMUSP00000139334.2;	21406
Mus_musculus	Foxp1	ENSMUSG00000030067	Fork_head	ENSMUSP00000108955.4;ENSMUSP00000135809.2;ENSMUSP00000073953.6;ENSMUSP00000134817.2;ENSMUSP00000135635.2;ENSMUSP00000135764.2;ENSMUSP00000135041.2;ENSMUSP00000135098.2;ENSMUSP00000108954.3;ENSMUSP00000135181.2;ENSMUSP00000108950.3;ENSMUSP00000108952.3;ENSMUSP00000108948.3;	108655
Mus_musculus	Mlxip	ENSMUSG00000038342	bHLH	ENSMUSP00000120510.2;ENSMUSP00000064943.6;	208104
Mus_musculus	Prox2	ENSMUSG00000042320	HPD	ENSMUSP00000105878.3;ENSMUSP00000135881.2;	73422
Mus_musculus	Obox8	ENSMUSG00000099216	Homeobox	ENSMUSP00000138898.2;	NA
Mus_musculus	Rara	ENSMUSG00000037992	THR-like	ENSMUSP00000069744.4;ENSMUSP00000129791.2;ENSMUSP00000103099.3;ENSMUSP00000103097.3;ENSMUSP00000103098.2;	19401
